Total_Children,Total_Income,Education_Type,Family_Status,Total_Family_Members,Applicant_Age,Years_of_Working,Village,Total_Bad_Debt,Total_Good_Debt,Owned_Email
0,157500,Secondary / secondary special                     ,Married                                           ,2,25,5,Risca Silva (Poiares (Santo André)),1,11,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,25,5,Vendinha (Poiares (Santo André)),0,13,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,25,5,Algaça (Poiares (Santo André)),2,17,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,25,5,Valeiro das Hortas (Poiares (Santo André)),0,9,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,25,5,Vale de Afonso (Poiares (Santo André)),0,9,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,25,5,Vale de Afonso (Poiares (Santo André)),2,9,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,25,5,Póvoa da Abraveia (Poiares (Santo André)),0,8,0
0,157500,Secondary / secondary special                     ,Married                                           ,2,25,5,Cabeças (Poiares (Santo André)),0,1,0
0,135000,Higher education                                  ,Single / not married                              ,1,24,1,Sabouga (Lavegadas),1,11,0
0,225000,Higher education                                  ,Single / not married                              ,1,55,18,Crasto (Arrifana),0,15,0
0,225000,Higher education                                  ,Separated                                         ,1,45,1,Vale de Vaz (Poiares (Santo André)),0,5,0
0,225000,Higher education                                  ,Separated                                         ,1,45,1,Crasto (Poiares (Santo André)),0,7,0
0,225000,Higher education                                  ,Separated                                         ,1,45,1,Moura Morta (Lavegadas),0,5,0
2,270000,Secondary / secondary special                     ,Single / not married                              ,3,32,12,Ervideira (Arrifana),0,54,0
2,270000,Secondary / secondary special                     ,Single / not married                              ,3,32,12,Outeiro do Crasto (Arrifana),0,25,0
2,270000,Secondary / secondary special                     ,Single / not married                              ,3,32,12,Mucela (Lavegadas),0,28,0
2,270000,Secondary / secondary special                     ,Single / not married                              ,3,32,12,Terreiros de Santo António (Arrifana),0,27,0
2,270000,Secondary / secondary special                     ,Single / not married                              ,3,32,12,Avessada (Poiares (Santo André)),0,20,0
2,270000,Secondary / secondary special                     ,Single / not married                              ,3,32,12,Póvoa da Abraveia (Poiares (Santo André)),0,19,0
2,270000,Secondary / secondary special                     ,Single / not married                              ,3,32,12,Catraia das Necessidades (Poiares (Santo André)),0,8,0
0,180000,Higher education                                  ,Married                                           ,2,28,5,Casal do Gago (São Miguel de Poiares),0,27,0
0,180000,Higher education                                  ,Married                                           ,2,28,5,Paço (Poiares (Santo André)),0,30,0
0,180000,Higher education                                  ,Married                                           ,2,28,5,Ventosa (Arrifana),0,25,0
0,180000,Higher education                                  ,Married                                           ,2,28,5,Ponte de Mucela (Lavegadas),0,51,0
0,180000,Higher education                                  ,Married                                           ,2,28,5,Sabouga (Lavegadas),0,46,0
0,180000,Higher education                                  ,Married                                           ,2,28,5,Casal do Gago (São Miguel de Poiares),0,26,0
0,180000,Higher education                                  ,Married                                           ,2,28,5,Bogalhal (Poiares (Santo André)),0,34,0
0,180000,Higher education                                  ,Married                                           ,2,28,5,Casais (Arrifana),0,21,0
0,180000,Higher education                                  ,Married                                           ,2,28,5,Soutelo (Arrifana),0,6,0
